% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,% Studios,Amenities,Avg Effective/SF,Avg Effective/Unit,Avg Unit SF,Building Class,Ceiling Ht,City,Closest Transit Stop Dist (mi),Features,Four Bedroom Avg SF,Land Area (AC),Latitude,LEED Certified,Longitude,Number Of Elevators,Number Of Stories,Number Of Units,One Bedroom Avg SF,Parking Ratio,Rent/SF/Yr,RBA,Studio Avg SF,Style,Submarket Name,Three Bedroom Avg SF,Two Bedroom Avg SF,Year Built,Year Renovated,Zip,Zoning
33.33,66.67,,,,"Air Conditioning, Laundry Facilities, Playground, Deck, Vinyl Flooring",2.17,1495,690,C,,Portland,11.77,"Air Conditioning, Laundry Facilities, Playground, Deck, Vinyl Flooring",,1.33,45.4962270,,-122.6362530,0,2,51,600,,Not Disclosed,35190,,Garden,Creston-Kenilworth,,735,1980,,97202-3084,N/Av
36.17,63.83,,,,"Air Conditioning, Fitness Center, Laundry Facilities, Playground, Spa, Recycling, Dining Room, Wheelchair Accessible (Rooms)",1.23,1150,937,C,,Gresham,13.94,"Air Conditioning, Fitness Center, Laundry Facilities, Playground, Spa, Recycling, Dining Room, Wheelchair Accessible (Rooms)",,4.2,45.5174325,,-122.4003389,0,3,94,804,1.25,Not Disclosed,88194,,Garden,Gresham-Northeast,,1014,1999,,97030,MDR-24
8.70,51.38,39.92,,,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Spa, Basketball Court, Package Service, Wi-Fi, Maintenance on site, Den, Dining Room, Vinyl Flooring, Window Coverings",1.59,1825,1150,B,,Vancouver,8.41,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Spa, Basketball Court, Package Service, Wi-Fi, Maintenance on site, Den, Dining Room, Vinyl Flooring, Window Coverings",,14.43,45.6010254,,-122.5013768,0,3,253,759,2.06,Not Disclosed,286646,,Garden,Fisher's Landing East,1266,1127,1993,2017,98683-2336,ME
,100.00,,,,Storage Space,0.97,952,977,C,,Vancouver,11.13,Storage Space,,1.22,45.6470820,,-122.6191990,0,2,23,,1.57,Not Disclosed,22475,,Low-Rise,Bagley Downs,,977,1988,,98661-8300,"R-22, Vancouver"
,85.00,15.00,,,"Air Conditioning, Playground",1.14,960,845,B,,Vancouver,11.1,"Air Conditioning, Playground",,0.9,45.6461410,,-122.6181820,0,2,20,,1.85,Not Disclosed,16900,,Low-Rise,Bagley Downs,1100,800,1992,,98661,"R-22,  Vancouver"
50.00,50.00,,,,"Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Breakfast Nook",1.52,1034,680,C,,Vancouver,11.36,"Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Breakfast Nook",,1.606,45.6469960,,-122.6143230,0,2,22,550,1.21,Not Disclosed,19900,,Low-Rise,Bagley Downs,,810,1987,,98661-6777,MG
,100.00,,,,"Air Conditioning, Courtyard, Laundry Facilities, Property Manager on Site, Laundry Service, Wheelchair Accessible (Rooms)",1.61,1352,840,B,,Vancouver,11.3,"Air Conditioning, Courtyard, Laundry Facilities, Property Manager on Site, Laundry Service, Wheelchair Accessible (Rooms)",,0.1379,45.6471410,,-122.6127180,0,2,36,,0.89,Not Disclosed,46874,,Garden,Bagley Downs,,840,1996,,98661,MB
100.00,,,,,Laundry Facilities,1.67,1095,657,C,,Portland,11.55,Laundry Facilities,,0.6019,45.4889920,,-122.6224830,0,2,26,658,1.08,Not Disclosed,17301,,Garden,Woodstock,,,1980,,97202-4077,"R1, Portland"
36.92,63.08,,,,"Air Conditioning, Fitness Center, Playground, Recycling, Walking/Biking Trails",0.94,961,1026,C,,Vancouver,10.18,"Air Conditioning, Fitness Center, Playground, Recycling, Walking/Biking Trails",,3.4405,45.6536262,,-122.5997766,0,2,65,728,1.98,Not Disclosed,65628,,Garden,Walnut Grove,,1201,1984,,98661,"R22, Vancouver"
25.00,60.29,14.71,,,"Air Conditioning, Playground, Spa, Corporate Suites, Pet Play Area, Smoke Free, Wheelchair Accessible (Rooms)",2.20,1965,893,B,,Hillsboro,7.03,"Air Conditioning, Playground, Spa, Corporate Suites, Pet Play Area, Smoke Free, Wheelchair Accessible (Rooms)",,12.58,45.5034380,,-122.9392130,0,2,136,725,,Not Disclosed,123520,,Garden,Southeast Hillsboro,1144,902,1990,,97123-8070,m-fam
27.63,51.32,21.05,,,"Air Conditioning, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Walking/Biking Trails",1.42,1410,994,B,,Vancouver,13.49,"Air Conditioning, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Walking/Biking Trails",,3.39,45.6542710,,-122.6670100,0,3,76,750,0.55,Not Disclosed,107364,,Garden,Lincoln,1300,1000,1990,,98663,ME
35.56,64.44,,,,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Spa, Tenant Controlled HVAC, Renters Insurance Program, Volleyball Court, Wi-Fi, Bicycle Storage, Hearing Impaired Accessible, Maintenance on site, Multi Use Room, Online Services, Vision Impaired Accessible, Handrails, Trash Compactor, Vinyl Flooring, Warming Drawer, Wheelchair Accessible (Rooms), Window Coverings, Public Transportation, Individual Locking Bedrooms, Private Bathroom",1.93,1644,853,C,,Vancouver,9.16,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Spa, Tenant Controlled HVAC, Renters Insurance Program, Volleyball Court, Wi-Fi, Bicycle Storage, Hearing Impaired Accessible, Maintenance on site, Multi Use Room, Online Services, Vision Impaired Accessible, Handrails, Trash Compactor, Vinyl Flooring, Warming Drawer, Wheelchair Accessible (Rooms), Window Coverings, Public Transportation, Individual Locking Bedrooms, Private Bathroom",,7.13,45.6579613,,-122.5544601,0,2,180,660,1.82,Not Disclosed,149700,,Garden,North Image,,960,1986,,98682,MD
40.79,36.84,22.37,,,"Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Sauna, Spa, Basketball Court, Pet Play Area",1.70,1705,1002,B,,Vancouver,9.29,"Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Sauna, Spa, Basketball Court, Pet Play Area",,5.789,45.6587780,,-122.5514010,0,2,152,681,1.05,Not Disclosed,152370,,Garden,North Image,1481,1067,1986,,98682-6148,MD
,80.95,19.05,,,"Air Conditioning, Deck, Dining Room, Family Room, Pantry, Patio, Wheelchair Accessible (Rooms)",1.18,1738,1477,C,,Vancouver,11.26,"Air Conditioning, Deck, Dining Room, Family Room, Pantry, Patio, Wheelchair Accessible (Rooms)",,1.367,45.6471817,,-122.6210130,0,2,21,,1.40,Not Disclosed,30780,,Garden,Bagley Downs,1640,1439,1997,,98661-8307,MD
42.13,56.02,1.85,,,"Air Conditioning, Business Center, Clubhouse, Laundry Facilities, Property Manager on Site, Sauna, Spa, Grill, Package Service, Recycling, Storage Space, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring",2.29,1988,866,C,,Hillsboro,0.45,"Air Conditioning, Business Center, Clubhouse, Laundry Facilities, Property Manager on Site, Sauna, Spa, Grill, Package Service, Recycling, Storage Space, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring",,9.31,45.5344170,,-122.9305100,0,2,216,635,1.07,Not Disclosed,191478,,Garden,Orenco Station,1225,1037,1981,,97124-6054,MFR-2
33.33,50.98,15.69,,,"Clubhouse, Fitness Center, Pool, Spa, Tanning Salon, Pet Play Area, Smoke Free, Wheelchair Accessible (Rooms)",1.72,1718,999,B,,Vancouver,10.24,"Clubhouse, Fitness Center, Pool, Spa, Tanning Salon, Pet Play Area, Smoke Free, Wheelchair Accessible (Rooms)",,9.8,45.6609281,,-122.5842715,0,1,204,808,1.58,Not Disclosed,203760,,Garden,Walnut Grove,1239,1050,1989,,98662,"R30, Vancouver"
23.08,36.54,40.38,,,"Air Conditioning, Property Manager on Site, Car Wash Area, Recycling, Wheelchair Accessible (Rooms)",1.32,1579,1199,B,,Vancouver,9.99,"Air Conditioning, Property Manager on Site, Car Wash Area, Recycling, Wheelchair Accessible (Rooms)",,2.58,45.6608755,,-122.5798747,0,2,52,844,0.52,Not Disclosed,98842,,Garden,Walnut Grove,1507,1083,1995,,98662,MG
41.18,58.82,,,,"Air Conditioning, Recycling",1.73,1500,865,C,,Portland,0.85,"Air Conditioning, Recycling",,1.43,45.5182070,,-122.6029640,0,2,34,710,1.63,Not Disclosed,29366,,Low-Rise,Mt Tabor,,974,1993,,97215-1905,"R2, Portland"
,100.00,,,,Property Manager on Site,0.94,802,850,C,,Vancouver,10.99,Property Manager on Site,,1.36,45.6446033,,-122.6074833,0,2,36,,1.50,Not Disclosed,30600,,Garden,Bagley Downs,,850,1988,,98661,"R-30, Vancouver"
,100.00,,,,"Clubhouse, Laundry Facilities, Property Manager on Site, Recycling",1.51,1581,1046,C,,Vancouver,11.08,"Clubhouse, Laundry Facilities, Property Manager on Site, Recycling",,4.264,45.6452805,,-122.6104498,0,2,90,,1.74,Not Disclosed,94200,,Garden,Bagley Downs,,1047,1988,,98661-7271,"R-30, Vancouver"
34.66,39.71,20.94,,4.69,"Laundry Facilities, Playground, Pool, Property Manager on Site, Breakfast/Coffee Concierge, Laundry Service, Pet Play Area, Wheelchair Accessible (Rooms)",1.99,1464,737,C,,Tualatin,1.35,"Laundry Facilities, Playground, Pool, Property Manager on Site, Breakfast/Coffee Concierge, Laundry Service, Pet Play Area, Wheelchair Accessible (Rooms)",,2.93,45.3803900,,-122.7449870,0,2,277,591,0.72,Not Disclosed,205788,378,Garden,Sherwood/Tualatin South,1021,757,1980,,97062,CO
,100.00,,,,"Laundry Facilities, Property Manager on Site, Online Services, Deck, Dining Room, Pantry, Patio",1.85,1400,757,C,,Tualatin,1.46,"Laundry Facilities, Property Manager on Site, Online Services, Deck, Dining Room, Pantry, Patio",,3.29,45.3785355,,-122.7446195,0,2,78,,2.07,Not Disclosed,76840,,Garden,Sherwood/Tualatin South,,757,1988,,97062-8106,"RML, Tualatin"
,70.00,30.00,,,"Air Conditioning, Property Manager on Site, Online Services, Dining Room, Porch, Smoke Free, Wheelchair Accessible (Rooms), Public Transportation",1.19,1260,1060,B,,Vancouver,10.87,"Air Conditioning, Property Manager on Site, Online Services, Dining Room, Porch, Smoke Free, Wheelchair Accessible (Rooms), Public Transportation",,1.26,45.6469450,,-122.6051430,0,2,30,,1.24,Not Disclosed,38742,,Low-Rise,Bagley Downs,1200,1000,1997,,98661,MG
22.22,55.56,22.22,,,"Air Conditioning, Laundry Facilities, Furnished Units Available",1.26,1221,968,C,,Vancouver,10.87,"Air Conditioning, Laundry Facilities, Furnished Units Available",,1.47,45.6464910,,-122.6054870,0,2,36,775,1.48,Not Disclosed,35112,,Low-Rise,Bagley Downs,1158,970,1991,,98661,MG
,100.00,,,,"Fitness Center, Property Manager on Site, Deck, Patio, Smoke Free, Window Coverings",2.01,1713,850,B,,Vancouver,10.21,"Fitness Center, Property Manager on Site, Deck, Patio, Smoke Free, Window Coverings",,3.16,45.6550110,,-122.5995910,0,2,82,,0.57,Not Disclosed,69700,,Garden,Walnut Grove,,850,1995,,98661-8122,ME
22.97,52.70,24.32,,,"Business Center, Clubhouse, Fitness Center, Pool, Property Manager on Site, Spa, Gated, Wi-Fi, Online Services, Breakfast Nook, Deck, Patio",1.68,1728,1026,B,,Vancouver,10.56,"Business Center, Clubhouse, Fitness Center, Pool, Property Manager on Site, Spa, Gated, Wi-Fi, Online Services, Breakfast Nook, Deck, Patio",,13.72,45.6557611,,-122.5974828,0,3,296,809,1.71,Not Disclosed,303500,,Garden,Walnut Grove,1200,1040,1990,2017,98661,MG
20.00,62.50,17.50,,,"24 Hour Access, Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Corporate Suites, Gated, Gameroom, Media Center/Movie Theatre, Package Service, Walking/Biking Trails, Deck, Garden, Patio, Recreation Room, Wet Bar, Wheelchair Accessible (Rooms), Window Coverings",1.70,1732,1016,B,,Vancouver,10.39,"24 Hour Access, Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Corporate Suites, Gated, Gameroom, Media Center/Movie Theatre, Package Service, Walking/Biking Trails, Deck, Garden, Patio, Recreation Room, Wet Bar, Wheelchair Accessible (Rooms), Window Coverings",,8.3447,45.6561261,,-122.6008115,0,2,160,725,1.72,Not Disclosed,209600,,Garden,Walnut Grove,1315,1025,1993,1997,98661-8111,ME
25.00,60.94,14.06,,,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Picnic Area, Pool, Property Manager on Site, Spa, Gated, Tanning Salon, Basketball Court, Grill, Media Center/Movie Theatre, Package Service, Renters Insurance Program, Maintenance on site, Grill",1.70,1687,995,B,,Vancouver,10.39,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Picnic Area, Pool, Property Manager on Site, Spa, Gated, Tanning Salon, Basketball Court, Grill, Media Center/Movie Theatre, Package Service, Renters Insurance Program, Maintenance on site, Grill",,4.58,45.6588096,,-122.6005598,0,2,128,750,1.02,Not Disclosed,127040,,Garden,Walnut Grove,1235,1041,1994,2014,98661-8166,N/Av
47.52,52.48,,,,"24 Hour Access, Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Pool, Property Manager on Site, Spa, Package Service, Maintenance on site, Window Coverings",1.65,1731,1051,B,,Vancouver,11.72,"24 Hour Access, Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Pool, Property Manager on Site, Spa, Package Service, Maintenance on site, Window Coverings",,6.89,45.6784240,,-122.6004440,0,3,141,888,2.16,Not Disclosed,140023,,Garden,Walnut Grove,,1200,1990,2016,98661,"R1-6, Vancouver"
66.67,33.33,,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Package Service, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",1.90,1392,733,C,,Tigard,1.77,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Package Service, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,4.6126,45.4307400,,-122.7501550,0,3,108,625,1.65,Not Disclosed,86256,,Garden,Tigard Triangle,,950,1995,,97223-8647,"MFR, Tigard"
40.00,60.00,,,,"Air Conditioning, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Package Service, Storage Space, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",1.68,1455,865,C,,Tigard,1.52,"Air Conditioning, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Package Service, Storage Space, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,4.6769,45.4240150,,-122.7519910,0,2,100,720,1.13,Not Disclosed,94840,,Garden,Downtown Tigard,,962,1989,,97223-8221,"MFR, Tigard"
5.00,90.00,5.00,,,"Air Conditioning, Pantry, Patio, Porch",,867,,B,,Portland,10.6,"Air Conditioning, Pantry, Patio, Porch",,0.72,45.4739208,,-122.5796851,0,2,20,,1.15,Not Disclosed,20160,,Low-Rise,Brentwood-Darlington,,,1999,,97266-5864,"R1A, Portland"
,57.33,37.33,,5.33,"Courtyard, Laundry Facilities, Property Manager on Site, Laundry Service, Package Service, Maintenance on site, Patio, Public Transportation",1.83,1728,943,C,,Portland,0.78,"Courtyard, Laundry Facilities, Property Manager on Site, Laundry Service, Package Service, Maintenance on site, Patio, Public Transportation",,3.24,45.5283920,,-122.5716700,0,2,75,,0.00,Not Disclosed,71586,450,Garden,Montavilla,1052,919,1995,,97220-5884,CI1
44.41,46.27,9.32,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Basketball Court, Grill, Laundry Service, Smoke Free, Wheelchair Accessible (Rooms)",1.46,1263,862,B,,Portland,0.49,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Basketball Court, Grill, Laundry Service, Smoke Free, Wheelchair Accessible (Rooms)",,9.398,45.4404692,,-122.5704101,0,3,322,706,1.36,Not Disclosed,277639,,Garden,Southgate,1200,944,1989,2005,97086,"RCHD, Portland"
,,100.00,,,,1.06,1399,1320,C,,Happy Valley,0.59,,,1.54,45.4553198,,-122.5701833,0,2,22,,,Not Disclosed,26500,,Garden,West Mt Scott,1320,,1995,,97086-3754,MR2
,100.00,,,,"Air Conditioning, Laundry Facilities, Recycling",1.19,1072,900,C,,Portland,0.51,"Air Conditioning, Laundry Facilities, Recycling",,0.83,45.5066030,,-122.5635450,0,2,48,,,Not Disclosed,43200,,Garden,Gateway,,900,1993,,97216,CO1
13.39,71.43,15.18,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Basketball Court, Breakfast/Coffee Concierge, Car Wash Area, Gameroom, Wi-Fi, Wheelchair Accessible (Rooms)",2.05,1766,861,B,,Clackamas,0.96,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Basketball Court, Breakfast/Coffee Concierge, Car Wash Area, Gameroom, Wi-Fi, Wheelchair Accessible (Rooms)",,25,45.4261674,,-122.5620947,0,3,336,619,1.03,Not Disclosed,311730,,Garden,Sunnyside Damascus,1019,874,1989,,97015-8647,RCC
36.67,63.33,,,,"Laundry Facilities, Deck, Patio",1.16,858,742,C,,Vancouver,14.76,"Laundry Facilities, Deck, Patio",,0.69,45.6927851,,-122.6534832,0,2,30,512,,Not Disclosed,26000,,Garden,Northeast Hazel Dell,,876,1985,,98665-9085,R-43
,81.94,18.06,,,"Clubhouse, Laundry Facilities, Spa",1.55,1677,1080,C,,Vancouver,10.15,"Clubhouse, Laundry Facilities, Spa",,8.01,45.6656360,,-122.5673760,0,2,144,,0.82,Not Disclosed,157410,,Garden,Orchards Area,1200,1054,1984,,98662,MD
25.86,50.00,24.14,,,"Air Conditioning, Clubhouse, Fitness Center, Playground, Property Manager on Site, Sauna, Spa, Recycling, Wheelchair Accessible (Rooms)",1.31,1344,1026,B,,Vancouver,6.61,"Air Conditioning, Clubhouse, Fitness Center, Playground, Property Manager on Site, Sauna, Spa, Recycling, Wheelchair Accessible (Rooms)",,6.8254,45.6231819,,-122.5668161,0,2,116,819,1.20,Not Disclosed,153372,,Garden,Marrion,1236,1034,1996,,98664,ME
37.50,62.50,,,,"Air Conditioning, Property Manager on Site, Package Service, Pet Play Area",1.43,1232,861,C,,Vancouver,16.56,"Air Conditioning, Property Manager on Site, Package Service, Pet Play Area",,2.33,45.6973010,,-122.6604530,0,3,64,730,0.94,Not Disclosed,90054,,Garden,Starcrest,,940,1989,,98685,R-
27.27,61.36,11.36,,,"Air Conditioning, Clubhouse, Fitness Center, Playground, Spa, Pet Play Area, Smoke Free, Wheelchair Accessible (Rooms)",1.89,1923,1018,C,,Hillsboro,5.08,"Air Conditioning, Clubhouse, Fitness Center, Playground, Spa, Pet Play Area, Smoke Free, Wheelchair Accessible (Rooms)",,6.39,45.5298503,,-122.8710401,0,3,176,748,1.03,Not Disclosed,174522,,Garden,Tanasbourne,1247,1095,1996,,97006-6913,A-4
47.44,47.16,5.40,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Sauna, Spa, Package Service, Maintenance on site, Window Coverings",2.31,1929,835,B,,Hillsboro,5.59,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Sauna, Spa, Package Service, Maintenance on site, Window Coverings",,18.6,45.5353610,,-122.8714030,0,2,352,689,1.45,Not Disclosed,360916,,Garden,Tanasbourne,1252,935,1989,2014,97124-8206,MFR-2
47.62,52.38,,,,Fitness Center,1.74,1499,859,C,,Beaverton,0.91,Fitness Center,,1.08,45.4907560,,-122.7870410,0,2,21,733,1.03,Not Disclosed,14632,,Low-Rise,Raleigh Hills,,974,1985,,97005-3100,N/Av
38.05,55.12,5.37,,1.46,"Air Conditioning, Clubhouse, Fitness Center, Property Manager on Site, Spa, Pet Play Area, Smoke Free, Wheelchair Accessible (Rooms)",1.82,1574,866,B,,Tigard,2.96,"Air Conditioning, Clubhouse, Fitness Center, Property Manager on Site, Spa, Pet Play Area, Smoke Free, Wheelchair Accessible (Rooms)",,4.85,45.4037431,,-122.7892980,0,2,202,701,0.50,Not Disclosed,179551,,Garden,Bull Mountain,1161,952,1990,,97224-4501,N/Av
25.00,75.00,,,,"Clubhouse, Fitness Center, Picnic Area, Property Manager on Site, Spa, Walking/Biking Trails, Wi-Fi, Maintenance on site, Online Services",1.59,1497,939,C,,Tigard,3.15,"Clubhouse, Fitness Center, Picnic Area, Property Manager on Site, Spa, Walking/Biking Trails, Wi-Fi, Maintenance on site, Online Services",,9.68,45.4032053,,-122.7868130,0,2,224,609,1.71,Not Disclosed,210616,,Garden,Bull Mountain,,1049,1988,,97224-4504,"R25, Tigard"
29.46,51.16,19.38,,,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Spa, Grill, Wi-Fi",2.07,1822,878,B,,Vancouver,8.38,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Spa, Grill, Wi-Fi",,19.01,45.6467890,,-122.5618310,0,3,387,688,0.82,Not Disclosed,340500,,Garden,Kevanna Park,1111,900,1994,2015,98682,ME
,100.00,,,,"Air Conditioning, Wheelchair Accessible (Rooms)",1.23,1167,950,C,,Portland,0.91,"Air Conditioning, Wheelchair Accessible (Rooms)",,0.74,45.5038101,,-122.5518413,0,2,20,,1.05,Not Disclosed,19000,,Low-Rise,Powellhurst-Gilbert,,950,1999,,97266-1264,"CG, Portland"
0.77,99.23,,,,"Air Conditioning, Pool, Property Manager on Site, Spa, Pet Play Area, Maintenance on site, Online Services, Deck, Patio",1.68,1652,984,B,,Portland,1.95,"Air Conditioning, Pool, Property Manager on Site, Spa, Pet Play Area, Maintenance on site, Online Services, Deck, Patio",,,45.4133880,,-122.7888380,0,2,130,700,1.48,Not Disclosed,128180,,Garden,Bull Mountain,,986,1991,,97224-3228,
18.43,52.30,29.27,,,"Air Conditioning, Fitness Center, Laundry Facilities, Playground, Breakfast/Coffee Concierge, Grill, Wheelchair Accessible (Rooms)",2.07,1829,882,B,,Vancouver,8.92,"Air Conditioning, Fitness Center, Laundry Facilities, Playground, Breakfast/Coffee Concierge, Grill, Wheelchair Accessible (Rooms)",,17.1,45.6558828,,-122.5562984,0,2,369,623,2.36,Not Disclosed,313234,,Garden,North Image,1020,897,1989,2018,98682-6688,"R-18, Vancouver"
,100.00,,,,"Air Conditioning, Clubhouse, Courtyard, Laundry Facilities, Sauna, Spa, Planned Social Activities, Maintenance on site, Recreation Room, Wheelchair Accessible (Rooms), Window Coverings",1.31,1371,1046,B,,Tigard,2.92,"Air Conditioning, Clubhouse, Courtyard, Laundry Facilities, Sauna, Spa, Planned Social Activities, Maintenance on site, Recreation Room, Wheelchair Accessible (Rooms), Window Coverings",,8.17,45.4034400,,-122.7909190,0,2,172,,1.08,Not Disclosed,183133,,Garden,Bull Mountain,,1046,1991,,97224,R-25	
